id,business_name,categories,rating,review_count,price,image_url,url,phone,distance,latitude,longitude,location,postcode,address
166,Metro Bar & Bistro,['Restaurants'],3.2,6,$$,https://s3-media3.fl.yelpcdn.com/bphoto/3VpFwkbuK82RjfZYcVVBLg/o.jpg,https://www.yelp.com/biz/metro-bar-and-bistro-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9485 1218,971.8,-31.955548,115.852563,Perth,6000,"33 Mounts Bay Rd, Perth, 6000"
167,Mamma's Bistro,"['Italian', 'Bistros']",4.2,6,$$,https://s3-media2.fl.yelpcdn.com/bphoto/qeHtqExgy_DjboHz3UPgIg/o.jpg,https://www.yelp.com/biz/mammas-bistro-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9225 5884,1602.83,-31.95982,115.87054,Perth,6004,"2A/181 Adelaide Terrace, Perth, 6004"
168,Connections Nightclub,"['Dance Clubs', 'Bars', 'Restaurants']",3.6,15,$$,https://s3-media2.fl.yelpcdn.com/bphoto/WB1IEr7QjlUkfej4IIhmyQ/o.jpg,https://www.yelp.com/biz/connections-nightclub-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 993281870,73.57,-31.948879,115.858553,Northbridge,6003,"81 James St, Northbridge, 6003"
169,Adelphi Grill,"['Steakhouses', 'Seafood']",3.3,13,$$$,https://s3-media2.fl.yelpcdn.com/bphoto/TRQyRidz1NkohBOpQibZTw/o.jpg,https://www.yelp.com/biz/adelphi-grill-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9215 2422,879.39,-31.954591,115.852786,Perth,6000,"14 Mill St, Perth, 6000"
170,The Deck,"['Restaurants', 'Coffee & Tea']",4.0,7,$,https://s3-media1.fl.yelpcdn.com/bphoto/rkdlfThJLRZql_JLXNKhJw/o.jpg,https://www.yelp.com/biz/the-deck-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9486 7333,679.79,-31.954275,115.855773,Perth,6000,"150B St Georges Terrace, Perth, 6000"
172,Brika,"['Greek', 'Mediterranean']",4.0,40,$$$,https://s3-media2.fl.yelpcdn.com/bphoto/_kYLcteWeTB6sMHby4ONbQ/o.jpg,https://www.yelp.com/biz/brika-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 455 321 321,632.38,-31.9467652,115.8655118,Perth,6000,"3/177 Stirling St, Perth, 6000"
174,Annalakshmi on the Swan,['Indian'],4.3,42,$,https://s3-media1.fl.yelpcdn.com/bphoto/ftgibBCCRJi2Yucs_JpxZQ/o.jpg,https://www.yelp.com/biz/annalakshmi-on-the-swan-perth-4?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 3003,1184.12,-31.959511,115.857653,Perth,6000,"Jetty 4, No 4, Perth, 6000"
178,The George,"['Bars', 'Modern Australian', 'Pub Food']",3.9,19,$$,https://s3-media3.fl.yelpcdn.com/bphoto/5qv-pcuYmD9EUAZC-l9zIw/o.jpg,https://www.yelp.com/biz/the-george-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6161 6662,769.44,-31.953077,115.852775,Perth,6000,"216 St Georges Tce, Perth, 6000"
179,Heirloom,['Modern Australian'],3.8,36,$$$,https://s3-media3.fl.yelpcdn.com/bphoto/i9HpPMUnDgVwyXHuif4wKA/o.jpg,https://www.yelp.com/biz/heirloom-east-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9261 0035,2174.14,-31.9612553,115.8772427,East Perth,6004,"10 Adelaide Terrace, East Perth, 6004"
183,Brass Monkey,"['Restaurants', 'Wine Bars']",3.0,24,$$$,https://s3-media1.fl.yelpcdn.com/bphoto/mBgYS4NfZXOcyoSDELx0Iw/o.jpg,https://www.yelp.com/biz/brass-monkey-northbridge-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 9596,11.51,-31.948908,115.85922,Northbridge,6003,"209 William St, Northbridge, 6003"
184,Perth Thailicious Restaurant,['Thai'],3.7,18,$$,https://s3-media3.fl.yelpcdn.com/bphoto/EoNSYv6gwIVUt2VEw-gR1A/o.jpg,https://www.yelp.com/biz/perth-thailicious-restaurant-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9328 5403,307.65,-31.947646,115.856456,Perth,6003,"160 James St, #7, Perth, 6003"
185,The Reveley Bar,"['Cocktail Bars', 'Australian']",3.3,22,$$,https://s3-media3.fl.yelpcdn.com/bphoto/vQlFb-RKu_50wDd_VbXNhg/o.jpg,https://www.yelp.com/biz/the-reveley-bar-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6314 1350,1057.71,-31.9583571585,115.857610444,Perth,6000,"Elizabeth Quay, Perth, 6000"
187,Nene Chicken,"['Korean', 'Fast Food']",2.5,4,$$,https://s3-media4.fl.yelpcdn.com/bphoto/DnKs1j72OLzwYIOxB1tN3A/o.jpg,https://www.yelp.com/biz/nene-chicken-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 6935,72.92,-31.94847,115.85881,Northbridge,6003,"82 James St, Northbridge, 6003"
188,Korner Cafe,"['Coffee & Tea', 'Thai']",4.0,1,$,https://s3-media2.fl.yelpcdn.com/bphoto/JhUbp90ZUpKusBojazUjRA/o.jpg,https://www.yelp.com/biz/korner-cafe-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9325 3787,728.37,-31.955099,115.862011,Perth,6000,"546 Hay St, Perth, 6000"
189,Tony Roma's,"['Steakhouses', 'Seafood', 'American']",3.7,26,$$$,https://s3-media2.fl.yelpcdn.com/bphoto/00sEqy_46IO-I1C3628nGQ/o.jpg,https://www.yelp.com/biz/tony-romas-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9481 8152,767.33,-31.952156,115.852121,Perth,6000,"919 Hay St, Perth, 6000"
190,Gordon St Garage,"['Coffee & Tea', 'Breakfast & Brunch', 'Australian']",3.6,87,$$,https://s3-media3.fl.yelpcdn.com/bphoto/Velvlr0MakWraklu7nCIcg/o.jpg,https://www.yelp.com/biz/gordon-st-garage-west-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9322 8050,1132.39,-31.948281,115.847352,West Perth,6005,"16 Gordon St, West Perth, 6005"
192,Belgian Beer Cafe,"['Pub Food', 'Beer Bar']",2.7,38,$$,https://s3-media1.fl.yelpcdn.com/bphoto/AtDRCHYJA87nHCZWvBigyg/o.jpg,https://www.yelp.com/biz/belgian-beer-cafe-perth-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9321 4094,496.75,-31.952,115.85547,Perth,6000,"347 Murray St, Perth, 6000"
193,Mount Street Breakfast Bar,"['Breakfast & Brunch', 'Coffee & Tea']",4.4,20,$$,https://s3-media3.fl.yelpcdn.com/bphoto/BIJBRnuprXh7YOqf09yc4A/o.jpg,https://www.yelp.com/biz/mount-street-breakfast-bar-west-perth-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9213 9057,1232.72,-31.95385,115.84763,West Perth,6005,"42 Mount St, West Perth, 6005"
196,Poppo,"['Japanese', 'Korean']",4.0,8,$,https://s3-media2.fl.yelpcdn.com/bphoto/hIzndFf3B-EQfN8Q0lt3mQ/o.jpg,https://www.yelp.com/biz/poppo-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9325 5997,447.21,-31.952699,115.861065,Perth,6000,"137 Barrack St, Perth, 6000"
201,Zensaki Japanese Restaurant,['Restaurants'],4.5,2,$$,https://s3-media1.fl.yelpcdn.com/bphoto/j37_MeoxShJW0wD7ugAmzg/o.jpg,https://www.yelp.com/biz/zensaki-japanese-restaurant-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 2016,740.22,-31.955538,115.858144,Perth,6000,"77 St Georges Tce, Unit 14, Perth, 6000"
202,Palsaik Namoo Korean Barbecue,['Korean'],3.6,20,$$,https://s3-media3.fl.yelpcdn.com/bphoto/kUa7vn3YeMlJ9boHrueRLA/o.jpg,https://www.yelp.com/biz/palsaik-namoo-korean-barbecue-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9325 5771,604.87,-31.9545092,115.8605003,Perth,6000,"68 Barrack St, Perth, 6000"
204,Shige,['Japanese'],3.8,6,$$,https://s3-media1.fl.yelpcdn.com/bphoto/287SRE0nJ0EpFdD0Q9Grtw/o.jpg,https://www.yelp.com/biz/shige-east-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6161 0858,1989.43,-31.961313,115.874578,East Perth,6004,"18 Plain St, East Perth, 6004"
205,Cheeky Sparrow,"['Bars', 'Restaurants', 'Coffee & Tea']",3.4,27,$$,https://s3-media1.fl.yelpcdn.com/bphoto/OfK-NHThL1odDFtCW49U7w/o.jpg,https://www.yelp.com/biz/cheeky-sparrow-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9486 4956,481.45,-31.952302,115.856087,Perth,6000,"1/317 Murray St, Shop 1, Perth, 6000"
206,Mooneys Irish sandwich bar,"['Restaurants', 'Coffee & Tea', 'Bars']",5.0,7,$$,https://s3-media1.fl.yelpcdn.com/bphoto/5jmCs7V2lo6se-Upx_HyvQ/o.jpg,https://www.yelp.com/biz/mooneys-irish-sandwich-bar-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 4872,1513.46,-31.958199,115.871104,Perth,6004,"251 Hay St, Perth, 6004"
208,Blackbird Restaurant,"['French', 'Italian']",4.4,20,$$$,https://s3-media4.fl.yelpcdn.com/bphoto/vVTN1Rvb3oy4ZbC250Vmow/o.jpg,https://www.yelp.com/biz/blackbird-restaurant-east-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9225 7880,1686.26,-31.95278,115.87662,East Perth,6004,"Suite 4, 10 Eastbrook Tce, East Perth, 6004"
209,Ivy & Jack,['Modern Australian'],2.7,16,$$,https://s3-media2.fl.yelpcdn.com/bphoto/NtaLw2pmNYsJCOeCa5lRRA/o.jpg,https://www.yelp.com/biz/ivy-and-jack-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9261 7233,552.14,-31.9530875,115.8559662,Perth,6000,"788 Hay St, Perth, 6000"
210,Sparrow Indonesian Restaurant,['Indonesian'],4.7,10,$,https://s3-media3.fl.yelpcdn.com/bphoto/pS9ViAQofy8gG4vV2tsbWQ/o.jpg,https://www.yelp.com/biz/sparrow-indonesian-restaurant-highgate?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9228 2238,1473.89,-31.943409,115.873514,Highgate,6003,"301 Lord St, Highgate, 6003"
211,Chee Tayeb,['Lebanese'],3.2,5,$$,https://s3-media1.fl.yelpcdn.com/bphoto/g46y6TDZZDwp5J1sfjXyyQ/o.jpg,https://www.yelp.com/biz/chee-tayeb-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9481 7788,500.17,-31.9517228046544,115.855146461321,Perth,6000,"353 Murray St, Perth, 6000"
213,Long Chim Perth,"['Bars', 'Thai', 'Gluten-Free']",3.5,62,$$$,https://s3-media2.fl.yelpcdn.com/bphoto/JP_zk7hbaLLjVBJrzW1_Cw/o.jpg,https://www.yelp.com/biz/long-chim-perth-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6168 7775,753.69,-31.9557262,115.8597406,Perth,6000,"Barrack St, State Buildings, Perth, 6000"
214,Midori Teppanyaki + Bar,['Japanese'],3.3,16,$$$,https://s3-media1.fl.yelpcdn.com/bphoto/2323-xZg5GWQrnVcMaMfgQ/o.jpg,https://www.yelp.com/biz/midori-teppanyaki-bar-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9328 2177,281.53,-31.947726,115.85672,Northbridge,6003,"27 Lake St, Northbridge, 6003"
215,Bar Lafayette,"['Bars', 'Modern Australian']",4.1,35,$$,https://s3-media2.fl.yelpcdn.com/bphoto/XtS2y50EqOUZOQeChoha9A/o.jpg,https://www.yelp.com/biz/bar-lafayette-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 416 816 355,752.81,-31.9545093606536,115.854761538676,Perth,6000,"125 St Georges Tce, Perth, 6000"
216,Okay Restaurant,"['Vietnamese', 'Fast Food']",4.3,31,$$,https://s3-media4.fl.yelpcdn.com/bphoto/vgPtaMVDrIwpIHSElnA4tw/o.jpg,https://www.yelp.com/biz/okay-restaurant-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 6688,753.25,-31.9429329713778,115.862978348532,Northbridge,6003,"457 William St, Northbridge, 6003"
217,Public House Kitchen & Bar Perth,"['Bars', 'Australian']",3.6,37,$$,https://s3-media1.fl.yelpcdn.com/bphoto/baHFsWvY8dg_p9CNg_JYbQ/o.jpg,https://www.yelp.com/biz/public-house-kitchen-and-bar-perth-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 6336 9780,1190.05,-31.95864,115.86527,Perth,6000,"Shop 2, 263 Adelaide Terrace, Perth, 6000"
219,Grab A Yabby,['Seafood'],4.4,8,$$$,https://s3-media4.fl.yelpcdn.com/bphoto/rYJuTKdzQLrFPSJjHkkFfg/o.jpg,https://www.yelp.com/biz/grab-a-yabby-mount-lawley-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 434 272 677,1873.9,-31.9354507508728,115.871204436771,Mount Lawley,6050,"609 Beaufort St, Shop 6, Mount Lawley, 6050"
221,The Bonsai Restaurant & Cafe Lounge,"['Japanese', 'Coffee & Tea']",4.2,33,$$$,https://s3-media1.fl.yelpcdn.com/bphoto/IydtnsiezmyR5r6dPbhnwg/o.jpg,https://www.yelp.com/biz/the-bonsai-restaurant-and-cafe-lounge-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 5756,160.96,-31.949405,115.857705,Northbridge,6003,"30 Roe St, Northbridge, 6003"
222,Newton Circle,['Chinese'],4.3,13,$,https://s3-media3.fl.yelpcdn.com/bphoto/tX2h5V2evJVU4DRJruaF8g/o.jpg,https://www.yelp.com/biz/newton-circle-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9322 2230,449.27,-31.952996,115.859196,Perth,6000,"207 Murray St, Suite 4, Perth, 6000"
224,MR. Bun,['Chinese'],3.8,10,$,https://s3-media2.fl.yelpcdn.com/bphoto/jaZrrAfMoavWuvdBgp3Vkg/o.jpg,https://www.yelp.com/biz/mr-bun-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 430 390 716,542.34,-31.953608,115.861059,Perth,6000,"148 Murray Street, Perth, 6000"
225,Jaws Town Hall,"['Sushi Bars', 'Japanese']",4.1,10,$$,https://s3-media2.fl.yelpcdn.com/bphoto/arAjc_m5uue2aL6SR9Qi0A/o.jpg,https://www.yelp.com/biz/jaws-town-hall-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 3255,650.24,-31.954612,115.861083,Perth,6000,"Shop 4, 580 Hay St, Equus Arcade, Perth, 6000"
226,The Moon Cafe,"['Pizza', 'Coffee & Tea', 'Fast Food']",4.2,57,$$,https://s3-media3.fl.yelpcdn.com/bphoto/Ag1wCnTmF61gKQz6rBURMQ/o.jpg,https://www.yelp.com/biz/the-moon-cafe-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9328 7474,364.32,-31.946033,115.861069,Northbridge,6003,"323 William St, Shop 2, Northbridge, 6003"
227,Montereys,['Buffets'],3.5,6,$$$$,https://s3-media2.fl.yelpcdn.com/bphoto/8upGRjJDoYNyCp_4ikfGTQ/o.jpg,https://www.yelp.com/biz/montereys-east-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9224 7773,1403.37,-31.9589104,115.8684732,East Perth,6004,"207 Adelaide Tce, East Perth, 6004"
228,Cafe Karache,"['Coffee & Tea', 'Indian']",3.3,3,$,https://s3-media4.fl.yelpcdn.com/bphoto/-UwoTA5Ccu_stFgjSfwTZg/o.jpg,https://www.yelp.com/biz/cafe-karache-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9325 7777,577.63,-31.953758,115.861666,Perth,6000,"124 Murray St, Perth, 6000"
230,Balti Indian Restaurant,['Indian'],4.3,23,$$,https://s3-media3.fl.yelpcdn.com/bphoto/i4Rredb4rxOhwGG_mXnSrw/o.jpg,https://www.yelp.com/biz/balti-indian-restaurant-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 3306,1085.62,-31.957345,115.865216,Perth,6000,"3/2 St Georges Terrace, Shop 3, Perth, 6000"
233,Kao San Cafe,"['Japanese', 'Coffee & Tea']",5.0,1,$,https://s3-media4.fl.yelpcdn.com/bphoto/xk51iNA2s9v_3yiCBjKAEw/o.jpg,https://www.yelp.com/biz/kao-san-cafe-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9322 6641,670.38,-31.952306,115.853419,Perth,6000,"876 Hay St, Shop 13, Perth, 6000"
234,Red Opium,"['Thai', 'Fast Food']",4.0,22,$$,https://s3-media1.fl.yelpcdn.com/bphoto/2hBoZlIeKNGjA-rfbQ6bhQ/o.jpg,https://www.yelp.com/biz/red-opium-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9221 8780,1267.39,-31.9571239784097,115.868697948754,Perth,6000,"Unit 21, 326 Hay St, Perth, 6000"
235,Cornerstone Bar & Kitchen,"['Breakfast & Brunch', 'Cocktail Bars']",4.3,3,$$$,https://s3-media4.fl.yelpcdn.com/bphoto/zDu2RVx7_oiTFY-TpLUrxg/o.jpg,https://www.yelp.com/biz/cornerstone-bar-and-kitchen-east-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9267 4991,1611.45,-31.958573,115.872106,East Perth,6004,"201 Hay St, East Perth, 6004"
237,Cocoa & Rose,['Cafes'],4.2,6,$,https://s3-media1.fl.yelpcdn.com/bphoto/mUqDS9ol0u9VpWyaJCdJ8A/o.jpg,https://www.yelp.com/biz/cocoa-and-rose-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9218 8988,867.97,-31.955818,115.863715,Perth,6000,"491 Hay St, Perth, 6000"
239,Jean Pierre Sancho on St Georges,"['Bakeries', 'French', 'Coffee & Tea']",4.3,4,$$$,https://s3-media2.fl.yelpcdn.com/bphoto/3_PKd0Pf68vmOMJw__HgeQ/o.jpg,https://www.yelp.com/biz/jean-pierre-sancho-on-st-georges-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9226 2434,726.93,-31.954836,115.855957,Perth,6000,"111 St Georges Tce, Perth, 6000"
241,Hanami Japanese Restaurant,"['Sushi Bars', 'Japanese']",4.0,26,$$,https://s3-media3.fl.yelpcdn.com/bphoto/zKnRT86e1VV9Jsr4v20cyw/o.jpg,https://www.yelp.com/biz/hanami-japanese-restaurant-mount-lawley-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9371 9855,2216.9,-31.93289,115.87304,Mount Lawley,6050,"685c Beaufort St, Mount Lawley, 6050"
244,Altos Kebab House,['Kebab'],4.4,5,$$,https://s3-media1.fl.yelpcdn.com/bphoto/LRPeHcJiPBKAdARCUj1KFg/o.jpg,https://www.yelp.com/biz/altos-kebab-house-perth-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9328 4783,291.36,-31.94729,115.85687,Perth,6000,"39 Lake St, Northbridge, Perth, 6000"
245,Isle of Voyage,"['Cafes', 'Coffee & Tea']",2.8,24,$$$,https://s3-media1.fl.yelpcdn.com/bphoto/bpueZ7stAEhn9PBAEvvraw/o.jpg,https://www.yelp.com/biz/isle-of-voyage-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 437 458 041,1129.02,-31.9588609760438,115.856689829639,Perth,6000,"The Island, Elizabeth Quay, Perth, 6000"
246,Galaxy Lounge,"['Bars', 'Restaurants']",5.0,1,$$,https://s3-media1.fl.yelpcdn.com/bphoto/meX4UG7qTdHbqa4i9urUqw/o.jpg,https://www.yelp.com/biz/galaxy-lounge-northbridge?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9228 9991,179.03,-31.947552,115.858401,Northbridge,6003,"1&2F 65 Francis St, Northbridge, 6003"
247,Isshin Cafe,['Japanese'],5.0,1,$,https://s3-media3.fl.yelpcdn.com/bphoto/jTAgG73gZ5m1KE0yLBXPRw/o.jpg,https://www.yelp.com/biz/isshin-cafe-perth?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9227 0404,241.92,-31.948744,115.861879,Perth,6000,"6 Francis St, Perth, 6000"
250,Hawker's Cuisine,['Restaurants'],3.8,17,$$,https://s3-media3.fl.yelpcdn.com/bphoto/g6jVvN79roOle_Hz03ttHg/o.jpg,https://www.yelp.com/biz/hawkers-cuisine-northbridge-2?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9328 9668,223.69,-31.9490535,115.8569592,Northbridge,6003,"17/68 Roe Street, Northbridge, 6003"
251,Grill'd - Shafto Lane,['Burgers'],3.9,10,$$,https://s3-media1.fl.yelpcdn.com/bphoto/f-n_RrDFgwko2VFUCXeQsA/o.jpg,https://www.yelp.com/biz/grilld-shafto-lane-perth-3?adjust_creative=UAtb9qeUkheG0Rajqd6ggA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UAtb9qeUkheG0Rajqd6ggA,+61 8 9226 1064,587.46,-31.951338,115.853769,Perth,6000,"401 Murray St, Perth, 6000"
